ID	ALIGNMENT	COGIDS	COGNACY	CONCEPT	CONCEPTICON	DOCULECT	FORM	GLOTTOLOG	LANGUAGE_NAME	LATITUDE	LONGITUDE	PARAMETER_ID	TOKENS	VALUE	NOTE	COGID	MORPHEMES
571	s a + d ă ʔ	1967 1968	None	tongue	1205	NoeLae	sadăɁ	None	Noe Lae	19.941803	99.044742	36_tongue	s a + d ă ʔ	sadăɁ			
572	s ɨ + d ă ʔ	1967 1968	None	tongue	1205	BanPaw	sɨdăʔ	None	Ban Paw	21.311225	99.557550	36_tongue	s ɨ + d ă ʔ	sɨdăʔ			
573	kʰ a - + d a ʔ	1322 1968	None	tongue	1205	ChaYeQing	khadaʔ	None	Cha Ye Qing	24.305717	98.463661	36_tongue	kʰ a + d a ʔ	khadaʔ			_-:prefix/kha ?
574	s a + t a ʔ	1858 1968	None	tongue	1205	GuangKa	sataɁ	ruma1248	Guang Ka	24.065714	97.796281	36_tongue	s a + t a ʔ	sataɁ			_-:suffix/sa ?
575	s ə + t aː ʔ	1967 1968	None	tongue	1205	MangBang	sətaːɁ	ruma1248	Mang Bang	24.416392	98.399078	36_tongue	s ə + t aː ʔ	sətaːɁ			
576	s a + t a ʔ	1967 1968	None	tongue	1205	NanSang	sataɁ	ruma1248	Nan Sang	24.019728	97.819736	36_tongue	s a + t a ʔ	sataɁ			
577	r̥ aː ŋ	2000	None	tooth	1380	NamHsan	r̥aːŋ	None	Namhsan	22.965064	97.163239	37_tooth	r̥ aː ŋ	r̥aːŋ			
578	r̥ aː ŋ	2000	None	tooth	1380	KhunHawt	r̥aːŋ	None	Khun Hawt	22.965064	97.163239	37_tooth	r̥ aː ŋ	r̥aːŋ			
579	r̥ aː ŋ	2000	None	tooth	1380	HtanHsan	r̥aːŋ	None	Htan Hsan	22.675133	97.289942	37_tooth	r̥ aː ŋ	r̥aːŋ			
580	r̥ aː ŋ	2000	None	tooth	1380	PangKham	r̥aːŋ	None	Pangkham	22.672097	97.161167	37_tooth	r̥ aː ŋ	r̥aːŋ			
581	r̥ aː ŋ	2000	None	tooth	1380	ManLoi	r̥aːŋ	None	Man Loi	22.636019	97.139264	37_tooth	r̥ aː ŋ	r̥aːŋ			
582	r̥ ɛː ŋ	2000	None	tooth	1380	MengDan	r̥ɛːŋ	khan1274	Meng Dan	24.296522	98.379886	37_tooth	r̥ ɛː ŋ	r̥ɛːŋ			
583	ʂ aː ŋ	2000	None	tooth	1380	ChuDongGua	ʂaːŋ	None	Chu Dong Gua	24.330889	98.393125	37_tooth	ʂ aː ŋ	ʂaːŋ			
584	r̥ aː ŋ	2000	None	tooth	1380	XiangZhaiTang	r̥aːŋ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	37_tooth	r̥ aː ŋ	r̥aːŋ			
585	r̥ aː ŋ	2000	None	tooth	1380	PongNuea	r̥aːŋ	None	Pong Nuea	20.321525	99.866817	37_tooth	r̥ aː ŋ	r̥aːŋ			
586	r̥ a k	2000	None	tooth	1380	NyaungGone	r̥ak	None	Nyaung Gone	20.635025	96.545772	37_tooth	r̥ a k	r̥ak			
587	r̥ a ŋ	2000	None	tooth	1380	NoeLae	r̥aŋ	None	Noe Lae	19.941803	99.044742	37_tooth	r̥ a ŋ	r̥aŋ			
588	r̥ a ŋ	2000	None	tooth	1380	BanPaw	r̥aŋ	None	Ban Paw	21.311225	99.557550	37_tooth	r̥ a ŋ	r̥aŋ			
589	x aː ŋ	2000	None	tooth	1380	ChaYeQing	xaːŋ	None	Cha Ye Qing	24.305717	98.463661	37_tooth	x aː ŋ	xaːŋ			
590	sʲ aː ŋ	2000	None	tooth	1380	GuangKa	ᶊaːŋ	ruma1248	Guang Ka	24.065714	97.796281	37_tooth	sʲ aː ŋ	ᶊaːŋ			
591	x aː ŋ	2000	None	tooth	1380	MangBang	xaːŋ	ruma1248	Mang Bang	24.416392	98.399078	37_tooth	x aː ŋ	xaːŋ			
592	x aː ŋ	2000	None	tooth	1380	NanSang	xaːŋ	ruma1248	Nan Sang	24.019728	97.819736	37_tooth	x aː ŋ	xaːŋ			
593	v ɛ ʔ	17	None	abdomen	1251	NamHsan	vɛɁ	None	Namhsan	22.965064	97.163239	38_abdomen	v ɛ ʔ	vɛɁ			
594	v a c	17	None	abdomen	1251	KhunHawt	vac	None	Khun Hawt	22.965064	97.163239	38_abdomen	v a c	vac			
595	v ai̯ c	17	None	abdomen	1251	HtanHsan	vaic	None	Htan Hsan	22.675133	97.289942	38_abdomen	v ai̯ c	vaic			
596	w a ʔ	17	None	abdomen	1251	PangKham	waɁ	None	Pangkham	22.672097	97.161167	38_abdomen	w a ʔ	waɁ			
597	v ai̯ ʔ	17	None	abdomen	1251	ManLoi	vaiɁ	None	Man Loi	22.636019	97.139264	38_abdomen	v ai̯ ʔ	vaiɁ			
598	v e ʔ	17	None	abdomen	1251	MengDan	veʔ	khan1274	Meng Dan	24.296522	98.379886	38_abdomen	v e ʔ	veʔ			
599	v ɛ ʔ	17	None	abdomen	1251	ChuDongGua	vɛʔ	None	Chu Dong Gua	24.330889	98.393125	38_abdomen	v ɛ ʔ	vɛʔ			
600	v a c	17	None	abdomen	1251	XiangZhaiTang	vac	ruma1248	Xiang Zhai Tang	24.323819	98.556639	38_abdomen	v a c	vac			
601	v ai̯ c	17	None	abdomen	1251	PongNuea	vaic	None	Pong Nuea	20.321525	99.866817	38_abdomen	v ai̯ c	vaic			
602	v ă t	17	None	abdomen	1251	NyaungGone	văt	None	Nyaung Gone	20.635025	96.545772	38_abdomen	v ă t	văt			
603	v ă c	17	None	abdomen	1251	NoeLae	văc	None	Noe Lae	19.941803	99.044742	38_abdomen	v ă c	văc			
604	v ă t	17	None	abdomen	1251	BanPaw	văt	None	Ban Paw	21.311225	99.557550	38_abdomen	v ă t	văt			belly
605	v a t	17	None	abdomen	1251	ChaYeQing	vat	None	Cha Ye Qing	24.305717	98.463661	38_abdomen	v a t	vat			
606	v a t	17	None	abdomen	1251	GuangKa	vat	ruma1248	Guang Ka	24.065714	97.796281	38_abdomen	v a t	vat			
607	v a t	17	None	abdomen	1251	MangBang	vat	ruma1248	Mang Bang	24.416392	98.399078	38_abdomen	v a t	vat			
608	v a t	17	None	abdomen	1251	NanSang	vat	ruma1248	Nan Sang	24.019728	97.819736	38_abdomen	v a t	vat			
609	b l e - + pʰ əː m	827 4	None	heart	1223	NamHsan	ble phәːm	None	Namhsan	22.965064	97.163239	39_heart	b l e + pʰ əː m	ble phәːm			heart breathe/phem
610	b l ei̯ - + pʰ əː m	827 4	None	heart	1223	KhunHawt	blej phә:m	None	Khun Hawt	22.965064	97.163239	39_heart	b l ei̯ + pʰ əː m	blej phә:m			heart breathe/phem
611	b l ei̯ - + pʰ əː m	827 4	None	heart	1223	HtanHsan	blej phәːm	None	Htan Hsan	22.675133	97.289942	39_heart	b l ei̯ + pʰ əː m	blej phәːm			heart breathe/phem
612	b l eː - + pʰ əː m	827 4	None	heart	1223	PangKham	bleː phәːm	None	Pangkham	22.672097	97.161167	39_heart	b l eː + pʰ əː m	bleː phәːm			heart breathe/phem
613	b l eː - + pʰ əː m	827 4	None	heart	1223	ManLoi	bleː phәːm	None	Man Loi	22.636019	97.139264	39_heart	b l eː + pʰ əː m	bleː phәːm			heart breathe/phem
614	b l i - + n ɔi̯ h	827 826	None	heart	1223	MengDan	bli nɔjh	khan1274	Meng Dan	24.296522	98.379886	39_heart	b l i + n ɔi̯ h	bli nɔjh			heart heart/noh
615	n ɔːi̯	826	None	heart	1223	ChuDongGua	nɔːj	None	Chu Dong Gua	24.330889	98.393125	39_heart	n ɔːi̯	nɔːj			heart/noh
616	b l ei̯ - + n ɔ x	827 826	None	heart	1223	XiangZhaiTang	blejnɔx	ruma1248	Xiang Zhai Tang	24.323819	98.556639	39_heart	b l ei̯ + n ɔ x	blejnɔx			heart heart/noh
617	b e - + r ɔː -	827 9	None	heart	1223	PongNuea	berɔː	None	Pong Nuea	20.321525	99.866817	39_heart	b e + r ɔː	berɔː			heart heart/rau
618	b a + r au̯	827 9	None	heart	1223	NoeLae	baraw	None	Noe Lae	19.941803	99.044742	39_heart	b a + r au̯	baraw			heart heart/rau
619	m a + h u + j ə	1110 823 824	None	heart	1223	BanPaw	mahujə	None	Ban Paw	21.311225	99.557550	39_heart	m a + h u + j ə	mahujə			_-prefix/ma ? ?
620	b l ɔːi̯ + n ɔ h	827 826	None	heart	1223	ChaYeQing	blɔːjnɔh	None	Cha Ye Qing	24.305717	98.463661	39_heart	b l ɔːi̯ + n ɔ h	blɔːjnɔh			heart heart/noh
621	p o ŋ + k ə + n ɔ h	7 175 826	None	heart	1223	GuangKa	poŋ kənɔh	ruma1248	Guang Ka	24.065714	97.796281	39_heart	p o ŋ + k ə + n ɔ h	poŋ kənɔh			heart/pon _-:prefix/ka heart/noh
622	k ə + n ɔ h	175 826	None	heart	1223	MangBang	kənɔh	ruma1248	Mang Bang	24.416392	98.399078	39_heart	k ə + n ɔ h	kənɔh			_-:prefix/ka heart/noh
623	p o n + k a + n ɔ h	7 175 826	None	heart	1223	NanSang	poŋkanɔh	ruma1248	Nan Sang	24.019728	97.819736	39_heart	p o n + k a + n ɔ h	poŋkanɔh			heart/pon _-:prefix/ka heart/noh
624	k ə r + ɗ ɔː m	1062 1063	None	liver	1224	NamHsan	kәrɗɔːm	None	Namhsan	22.965064	97.163239	40_liver	k ə r + ɗ ɔː m	kәrɗɔːm			
625	k a - + ɗ oː m	1027 1063	None	liver	1224	KhunHawt	kaɗoːm	None	Khun Hawt	22.965064	97.163239	40_liver	k a + ɗ oː m	kaɗoːm			_-:sufix/ka ?
626	k a - + ɗ oː m	1027 1063	None	liver	1224	HtanHsan	kaɗoːm	None	Htan Hsan	22.675133	97.289942	40_liver	k a + ɗ oː m	kaɗoːm, ɗap			_-:suffix/ka ?
627	k a - + ɗ ɔː m	1062 1063	None	liver	1224	PangKham	kaɗɔːm	None	Pangkham	22.672097	97.161167	40_liver	k a + ɗ ɔː m	kaɗɔːm			
628	kʰ a - + ɗ ɔː m	1062 1063	None	liver	1224	ManLoi	khaɗɔːm	None	Man Loi	22.636019	97.139264	40_liver	kʰ a + ɗ ɔː m	khaɗɔːm			
629	k ə - + ɗ ɔː m	1062 1063	None	liver	1224	MengDan	kəɗɔːm	khan1274	Meng Dan	24.296522	98.379886	40_liver	k ə + ɗ ɔː m	kəɗɔːm			
630	k a - + ɗ ɔː m	1062 1063	None	liver	1224	ChuDongGua	kaɗɔːm	None	Chu Dong Gua	24.330889	98.393125	40_liver	k a + ɗ ɔː m	kaɗɔːm			_-:suffix/ka ?
631	k a - + d oː m	1062 1063	None	liver	1224	XiangZhaiTang	kadoːm	ruma1248	Xiang Zhai Tang	24.323819	98.556639	40_liver	k a + d oː m	kadoːm			
632	k a - + d oː m	1062 1063	None	liver	1224	PongNuea	kadoːm	None	Pong Nuea	20.321525	99.866817	40_liver	k a + d oː m	kadoːm			
633	k a - + d o m	1062 1063	None	liver	1224	NyaungGone	kadom	None	Nyaung Gone	20.635025	96.545772	40_liver	k a + d o m	kadom			
634	k a - + d o m	1062 1063	None	liver	1224	NoeLae	kadom	None	Noe Lae	19.941803	99.044742	40_liver	k a + d o m	kadom			
635	k a - + d o m	1062 1063	None	liver	1224	BanPaw	kadom	None	Ban Paw	21.311225	99.557550	40_liver	k a + d o m	kadom			_-prefix/ka ?
636	k a - + d oː m	1062 1063	None	liver	1224	ChaYeQing	kadoːm	None	Cha Ye Qing	24.305717	98.463661	40_liver	k a + d oː m	kadoːm			_-:prefix/ka ?
637	k a - + t ɔː m	1062 1063	None	liver	1224	GuangKa	katɔːm	ruma1248	Guang Ka	24.065714	97.796281	40_liver	k a + t ɔː m	katɔːm			_-:suffix/ka ?
638	k a - + t ɔː m	1062 1063	None	liver	1224	MangBang	katɔːm	ruma1248	Mang Bang	24.416392	98.399078	40_liver	k a + t ɔː m	katɔːm			
639	r ɔː n + ʔ i/j a r	921 925	None	intestines	1991	MengDan	rɔːn ʔiar	khan1274	Meng Dan	24.296522	98.379886	41_intestines	r ɔː n + ʔ i/j a r	rɔːn ʔiar			
640	r ɔː n	921	None	intestines	1991	ChuDongGua	rɔːn	None	Chu Dong Gua	24.330889	98.393125	41_intestines	r ɔː n	rɔːn			
641	- v a c	922	None	intestines	1991	XiangZhaiTang	vac	ruma1248	Xiang Zhai Tang	24.323819	98.556639	41_intestines	v a c	vac			
642	ɲ ɔ ŋ + - v ai̯ c	921 922	None	intestines	1991	PongNuea	ɲɔŋ vaic	None	Pong Nuea	20.321525	99.866817	41_intestines	ɲ ɔ ŋ + v ai̯ c	ɲɔŋ vaic			
643	ɲ ɔ ŋ + - v a t	921 922	None	intestines	1991	NyaungGone	ɲɔŋ vat	None	Nyaung Gone	20.635025	96.545772	41_intestines	ɲ ɔ ŋ + v a t	ɲɔŋ vat			
644	ɲ ɔ ŋ + - v a c	921 922	None	intestines	1991	NoeLae	ɲɔŋ vac	None	Noe Lae	19.941803	99.044742	41_intestines	ɲ ɔ ŋ + v a c	ɲɔŋ vac			
645	ɲ ɔ ŋ + - v ă t	921 17	None	intestines	1991	BanPaw	ɲɔŋ văt	None	Ban Paw	21.311225	99.557550	41_intestines	ɲ ɔ ŋ + v ă t	ɲɔŋ văt			 belly
646	kʰ ə + ɣ a n	923 921	None	intestines	1991	ChaYeQing	khəɣan	None	Cha Ye Qing	24.305717	98.463661	41_intestines	kʰ ə + ɣ a n	khəɣan			
647	s ɔ + n v a t	924 922	None	intestines	1991	MangBang	sɔnvat	ruma1248	Mang Bang	24.416392	98.399078	41_intestines	s ɔ + n v a t	sɔnvat			
648	s ɔ + n v a t	924 922	None	intestines	1991	NanSang	sɔnvat	ruma1248	Nan Sang	24.019728	97.819736	41_intestines	s ɔ + n v a t	sɔnvat			
649	ɗ iː -	788	None	hand	1277	NamHsan	ɗiː	None	Namhsan	22.965064	97.163239	42_hand	ɗ iː	ɗiː			
650	ɗ iː -	788	None	hand	1277	KhunHawt	ɗi:	None	Khun Hawt	22.965064	97.163239	42_hand	ɗ iː	ɗi:			
651	ɗ iː -	788	None	hand	1277	HtanHsan	ɗiː	None	Htan Hsan	22.675133	97.289942	42_hand	ɗ iː	ɗiː			
652	ɗ ai̯ -	788	None	hand	1277	PangKham	ɗaj	None	Pangkham	22.672097	97.161167	42_hand	ɗ ai̯	ɗaj			
653	ɗ ai̯ -	788	None	hand	1277	ManLoi	ɗaj	None	Man Loi	22.636019	97.139264	42_hand	ɗ ai̯	ɗaj			
654	ɗ ai̯ -	788	None	hand	1277	MengDan	ɗaj	khan1274	Meng Dan	24.296522	98.379886	42_hand	ɗ ai̯	ɗaj			
655	ɗ ai̯ -	788	None	hand	1277	ChuDongGua	ɗaj	None	Chu Dong Gua	24.330889	98.393125	42_hand	ɗ ai̯	ɗaj			hand
656	d ɛː -	788	None	hand	1277	XiangZhaiTang	dɛː	ruma1248	Xiang Zhai Tang	24.323819	98.556639	42_hand	d ɛː	dɛː			
657	d ɛː -	788	None	hand	1277	PongNuea	dɛː	None	Pong Nuea	20.321525	99.866817	42_hand	d ɛː	dɛː			
658	d ɛ -	788	None	hand	1277	NyaungGone	dɛ	None	Nyaung Gone	20.635025	96.545772	42_hand	d ɛ	dɛ			
659	d ɛ -	788	None	hand	1277	NoeLae	dɛ	None	Noe Lae	19.941803	99.044742	42_hand	d ɛ	dɛ			
660	d ɛ -	788	None	hand	1277	BanPaw	dɛ	None	Ban Paw	21.311225	99.557550	42_hand	d ɛ	dɛ			
661	ɗ ai̯ -	788	None	hand	1277	ChaYeQing	ɗaj	None	Cha Ye Qing	24.305717	98.463661	42_hand	ɗ ai̯	ɗaj			
662	t ai̯ -	788	None	hand	1277	GuangKa	taj	ruma1248	Guang Ka	24.065714	97.796281	42_hand	t ai̯	taj			
663	t ai̯ -	788	None	hand	1277	MangBang	taj	ruma1248	Mang Bang	24.416392	98.399078	42_hand	t ai̯	taj			
664	t ai̯ ʔ	788	None	hand	1277	NanSang	taiɁ	ruma1248	Nan Sang	24.019728	97.819736	42_hand	t ai̯ ʔ	taiɁ			
665	r ə - + n i m	1221 1219	None	nail	502	NamHsan	rәnim	None	Namhsan	22.965064	97.163239	43_nail	r ə + n i m	rәnim			
666	r ə - + n i m + ɗ iː	1221 1219 1222	None	nail	502	KhunHawt	rәnimɗiː	None	Khun Hawt	22.965064	97.163239	43_nail	r ə + n i m + ɗ iː	rәnimɗiː			
667	r ə n + h i m	1221 1219	None	nail	502	HtanHsan	rәnhim	None	Htan Hsan	22.675133	97.289942	43_nail	r ə n + h i m	rәnhim			
668	ʔ a + h i m	1220 1219	None	nail	502	PangKham	ʔahim	None	Pangkham	22.672097	97.161167	43_nail	ʔ a + h i m	ʔahim			
669	ʔ a + h i m	1220 1219	None	nail	502	ManLoi	ʔahim	None	Man Loi	22.636019	97.139264	43_nail	ʔ a + h i m	ʔahim			
670	ʔ a + h i m	1220 1219	None	nail	502	MengDan	ʔahim	khan1274	Meng Dan	24.296522	98.379886	43_nail	ʔ a + h i m	ʔahim			
671	ʔ a + h i m	1220 1219	None	nail	502	ChuDongGua	ʔahim	None	Chu Dong Gua	24.330889	98.393125	43_nail	ʔ a + h i m	ʔahim			
672	Ø/ə ŋ + h iː m	1218 1219	None	nail	502	XiangZhaiTang	ŋhiːm	ruma1248	Xiang Zhai Tang	24.323819	98.556639	43_nail	ŋ + h iː m	ŋhiːm			
673	Ø/ə ŋ + h iː m	1218 1219	None	nail	502	PongNuea	ŋhiːm	None	Pong Nuea	20.321525	99.866817	43_nail	Ø/ə ŋ + h iː m	ŋhiːm			
674	Ø/ə ŋ + h i m	1218 1219	None	nail	502	NyaungGone	ŋ him	None	Nyaung Gone	20.635025	96.545772	43_nail	Ø/ə ŋ + h i m	ŋ him			
675	Ø/ə ŋ + h i m	1218 1219	None	nail	502	NoeLae	ŋ him	None	Noe Lae	19.941803	99.044742	43_nail	Ø/ə ŋ + h i m	ŋ him			
676	Ø/ə ŋ + h i m	1218 1219	None	nail	502	BanPaw	ŋ him	None	Ban Paw	21.311225	99.557550	43_nail	Ø/ə ŋ + h i m	ŋ him			_-prefix/ŋ ?
677	kʰ iː m	1219	None	nail	502	ChaYeQing	khiːm	None	Cha Ye Qing	24.305717	98.463661	43_nail	kʰ iː m	khiːm			
678	kʰ iː m	1219	None	nail	502	GuangKa	khiːm	ruma1248	Guang Ka	24.065714	97.796281	43_nail	kʰ iː m	khiːm			
679	kʰ iː m	1219	None	nail	502	MangBang	khiːm	ruma1248	Mang Bang	24.416392	98.399078	43_nail	kʰ iː m	khiːm			
680	k iː m	1219	None	nail	502	NanSang	kiːm	ruma1248	Nan Sang	24.019728	97.819736	43_nail	k iː m	kiːm			
681	dʑ ə ŋ	648	None	foot	1301	NamHsan	ʥәŋ	None	Namhsan	22.965064	97.163239	44_foot	dʑ ə ŋ	ʥәŋ			
682	dʑ əː ŋ	648	None	foot	1301	KhunHawt	ʥәːŋ	None	Khun Hawt	22.965064	97.163239	44_foot	dʑ əː ŋ	ʥәːŋ			
683	dʑ əː ŋ	648	None	foot	1301	HtanHsan	ʥәːŋ	None	Htan Hsan	22.675133	97.289942	44_foot	dʑ əː ŋ	ʥәːŋ			
684	tɕ e ŋ	648	None	foot	1301	PangKham	ʨeŋ	None	Pangkham	22.672097	97.161167	44_foot	tɕ e ŋ	ʨeŋ			
685	tɕ eː ŋ	648	None	foot	1301	ManLoi	ʨeːŋ	None	Man Loi	22.636019	97.139264	44_foot	tɕ eː ŋ	ʨeːŋ			
686	tɕ ə ŋ	648	None	foot	1301	MengDan	ʨəŋ	khan1274	Meng Dan	24.296522	98.379886	44_foot	tɕ ə ŋ	ʨəŋ			
687	dʑ ə ŋ	648	None	foot	1301	ChuDongGua	ʥəŋ	None	Chu Dong Gua	24.330889	98.393125	44_foot	dʑ ə ŋ	ʥəŋ			
688	tɕ eː n	648	None	foot	1301	XiangZhaiTang	ʨeːn	ruma1248	Xiang Zhai Tang	24.323819	98.556639	44_foot	tɕ eː n	ʨeːn			
689	c e ɲ	648	None	foot	1301	PongNuea	ceɲ	None	Pong Nuea	20.321525	99.866817	44_foot	c e ɲ	ceɲ			
690	p l ɔ	649	None	foot	1301	NyaungGone	plɔ	None	Nyaung Gone	20.635025	96.545772	44_foot	p l ɔ	plɔ			
691	c e ɲ	648	None	foot	1301	NoeLae	ceɲ	None	Noe Lae	19.941803	99.044742	44_foot	c e ɲ	ceɲ			
692	c e ɲ	648	None	foot	1301	BanPaw	ceɲ	None	Ban Paw	21.311225	99.557550	44_foot	c e ɲ	ceɲ			
693	dʑ ɔː n	648	None	foot	1301	ChaYeQing	ʥɔːn	None	Cha Ye Qing	24.305717	98.463661	44_foot	dʑ ɔː n	ʥɔːn			
694	dʑ ɔː n	648	None	foot	1301	GuangKa	ʥɔːn	ruma1248	Guang Ka	24.065714	97.796281	44_foot	dʑ ɔː n	ʥɔːn			
695	dʑ ɔː n	648	None	foot	1301	MangBang	ʥɔːn	ruma1248	Mang Bang	24.416392	98.399078	44_foot	dʑ ɔː n	ʥɔːn			
696	dʑ ɔː n	648	None	foot	1301	NanSang	ʥɔːn	ruma1248	Nan Sang	24.019728	97.819736	44_foot	dʑ ɔː n	ʥɔːn			
697	k a - + ʔ aː ŋ	140 141	None	bone	1394	NamHsan	kaɁaːŋ	None	Namhsan	22.965064	97.163239	45_bone	k a + ʔ aː ŋ	kaɁaːŋ			
698	k a n + ʔ aː ŋ	140 141	None	bone	1394	KhunHawt	kanɁaːŋ	None	Khun Hawt	22.965064	97.163239	45_bone	k a n + ʔ aː ŋ	kanɁaːŋ			
699	k ə n + ʔ aː ŋ	140 141	None	bone	1394	HtanHsan	kәnɁaːŋ	None	Htan Hsan	22.675133	97.289942	45_bone	k ə n + ʔ aː ŋ	kәnɁaːŋ			
700	k a - + ʔ aː ŋ	140 141	None	bone	1394	PangKham	kaɁaːŋ	None	Pangkham	22.672097	97.161167	45_bone	k a + ʔ aː ŋ	kaɁaːŋ			
701	k a - + ʔ aː ŋ	140 141	None	bone	1394	ManLoi	kaɁaːŋ	None	Man Loi	22.636019	97.139264	45_bone	k a + ʔ aː ŋ	kaɁaːŋ			
702	k a - + ʔ ɛː ŋ	140 141	None	bone	1394	MengDan	kaʔɛːŋ	khan1274	Meng Dan	24.296522	98.379886	45_bone	k a + ʔ ɛː ŋ	kaʔɛːŋ			
703	k a - + ʔ aː ŋ	1062 141	None	bone	1394	ChuDongGua	kaɁaːŋ	None	Chu Dong Gua	24.330889	98.393125	45_bone	k a + ʔ aː ŋ	kaɁaːŋ			_-:suffix/ka ?
704	k a - + ʔ aː ŋ	140 141	None	bone	1394	XiangZhaiTang	kaɁaːŋ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	45_bone	k a + ʔ aː ŋ	kaɁaːŋ			
705	k a - + ʔ aː ŋ	140 141	None	bone	1394	PongNuea	kaɁaːŋ	None	Pong Nuea	20.321525	99.866817	45_bone	k a + ʔ aː ŋ	kaɁaːŋ			
706	k a - + ʔ a k	140 141	None	bone	1394	NyaungGone	kaʔak	None	Nyaung Gone	20.635025	96.545772	45_bone	k a + ʔ a k	kaʔak			
707	k a - + ʔ a ŋ	140 141	None	bone	1394	NoeLae	kaɁaŋ	None	Noe Lae	19.941803	99.044742	45_bone	k a + ʔ a ŋ	kaɁaŋ			
708	k a - + ʔ a ŋ	1062 141	None	bone	1394	BanPaw	kaɁaŋ	None	Ban Paw	21.311225	99.557550	45_bone	k a + ʔ a ŋ	kaɁaŋ			_-prefix/ka ?
709	k a - + ʔ aː ŋ	1062 141	None	bone	1394	ChaYeQing	kaʔaːŋ	None	Cha Ye Qing	24.305717	98.463661	45_bone	k a + ʔ aː ŋ	kaʔaːŋ			_-:prefix/ka ?
710	k a - + ʔ aː ŋ	1062 141	None	bone	1394	GuangKa	kaɁaːŋ	ruma1248	Guang Ka	24.065714	97.796281	45_bone	k a + ʔ aː ŋ	kaɁaːŋ			_-:suffix/ka ?
711	k a - + ʔ aː ŋ	140 141	None	bone	1394	MangBang	kaɁaːŋ	ruma1248	Mang Bang	24.416392	98.399078	45_bone	k a + ʔ aː ŋ	kaɁaːŋ			
712	k a - + ʔ aː ŋ	140 141	None	bone	1394	NanSang	kaɁaːŋ	ruma1248	Nan Sang	24.019728	97.819736	45_bone	k a + ʔ aː ŋ	kaɁaːŋ			
713	p r i/j a ŋ	541	None	fat	323	NamHsan	priaŋ	None	Namhsan	22.965064	97.163239	46_fat	p r i/j a ŋ	priaŋ			
714	p r i/j a ŋ	541	None	fat	323	KhunHawt	priaŋ	None	Khun Hawt	22.965064	97.163239	46_fat	p r i/j a ŋ	priaŋ			
715	p r i/j a ŋ	541	None	fat	323	HtanHsan	priaŋ	None	Htan Hsan	22.675133	97.289942	46_fat	p r i/j a ŋ	priaŋ			
716	b r i/j a ŋ	541	None	fat	323	PangKham	briaŋ	None	Pangkham	22.672097	97.161167	46_fat	b r i/j a ŋ	briaŋ			
717	b r i/j a ŋ	541	None	fat	323	ManLoi	briaŋ	None	Man Loi	22.636019	97.139264	46_fat	b r i/j a ŋ	briaŋ			
718	p r i/j a ŋ	541	None	fat	323	MengDan	priaŋ	khan1274	Meng Dan	24.296522	98.379886	46_fat	p r i/j a ŋ	priaŋ			
719	p r i/j a ŋ	541	None	fat	323	ChuDongGua	priaŋ	None	Chu Dong Gua	24.330889	98.393125	46_fat	p r i/j a ŋ	priaŋ			
720	b r i/j a ŋ	541	None	fat	323	XiangZhaiTang	briaŋ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	46_fat	b r i/j a ŋ	briaŋ			
721	b r i/j a ŋ	541	None	fat	323	PongNuea	briaŋ	None	Pong Nuea	20.321525	99.866817	46_fat	b r i/j a ŋ	briaŋ			
722	b r i/j a k	541	None	fat	323	NyaungGone	briak	None	Nyaung Gone	20.635025	96.545772	46_fat	b r i/j a k	briak			
723	b r i/j a ŋ	541	None	fat	323	NoeLae	briaŋ	None	Noe Lae	19.941803	99.044742	46_fat	b r i/j a ŋ	briaŋ			
724	b r i/j a ŋ	541	None	fat	323	BanPaw	briaŋ	None	Ban Paw	21.311225	99.557550	46_fat	b r i/j a ŋ	briaŋ			
725	b - i/j o ŋ	541	None	fat	323	ChaYeQing	bjoŋ	None	Cha Ye Qing	24.305717	98.463661	46_fat	b i/j o ŋ	bjoŋ			
726	p - i/j o ŋ	541	None	fat	323	GuangKa	pjoŋ	ruma1248	Guang Ka	24.065714	97.796281	46_fat	p i/j o ŋ	pjoŋ			
727	p - i/j o ŋ	541	None	fat	323	MangBang	pjoŋ	ruma1248	Mang Bang	24.416392	98.399078	46_fat	p i/j o ŋ	pjoŋ			
728	p - i/j o ŋ	541	None	fat	323	NanSang	pjoŋ	ruma1248	Nan Sang	24.019728	97.819736	46_fat	p i/j o ŋ	pjoŋ			
729	h u r	1687	None	skin	763	NamHsan	hur	None	Namhsan	22.965064	97.163239	47_skin	h u r	hur			
730	h u r	1687	None	skin	763	KhunHawt	hur	None	Khun Hawt	22.965064	97.163239	47_skin	h u r	hur			
731	h uː r	1687	None	skin	763	HtanHsan	huːr	None	Htan Hsan	22.675133	97.289942	47_skin	h uː r	huːr			
732	h uː n	1687	None	skin	763	PangKham	huːn	None	Pangkham	22.672097	97.161167	47_skin	h uː n	huːn			
733	h u r	1687	None	skin	763	ManLoi	hur	None	Man Loi	22.636019	97.139264	47_skin	h u r	hur			
734	h u r	1687	None	skin	763	MengDan	hur	khan1274	Meng Dan	24.296522	98.379886	47_skin	h u r	hur			
735	h u r	1687	None	skin	763	ChuDongGua	hur	None	Chu Dong Gua	24.330889	98.393125	47_skin	h u r	hur			
